,title,content,text
697,물에 타먹으면 맛이 별로이고 우유에 타먹으면 그나마 괜찮음,초코와 비교했을 때 풀림이 초코에 비해 잘 풀리지 않고 물에 탔을 때 맛이 별로였습니다.,물에 타먹으면 맛이 별로이고 우유에 타먹으면 그나마 괜찮음초코와 비교했을 때 풀림이 초코에 비해 잘 풀리지 않고 물에 탔을 때 맛이 별로였습니다.
698,무난하고 좋은 것 같아요.,"하루에 한스쿱씩 섭취했는데, 얼굴에 트러블 생기는 경우가 있었어요. 양을 조금 줄이고 지속적으로 섭취했는데 무난한 것 같아요.","무난하고 좋은 것 같아요.하루에 한스쿱씩 섭취했는데, 얼굴에 트러블 생기는 경우가 있었어요. 양을 조금 줄이고 지속적으로 섭취했는데 무난한 것 같아요."
699,좋아요,양도 가성비에다가 맛도 다른 제품들보다 맛있고요 풀림도 되게 좋아요 행사할 떄 쟁여놓으면 다들 좋으실거에요 근데 제가 여드름반응이 있어서 다음에는 상위버전 구입할까 해요 !! 모두 득근,좋아요양도 가성비에다가 맛도 다른 제품들보다 맛있고요 풀림도 되게 좋아요 행사할 떄 쟁여놓으면 다들 좋으실거에요 근데 제가 여드름반응이 있어서 다음에는 상위버전 구입할까 해요 !! 모두 득근
700,마이프로틴단백질,"마이프로틴 단백질을 구매하게 된 동기는 
    제품이 아주 좋다고 해서다.
    근육을 만드는데도 가장 적합한 단백질이라고 해서 구매해서 복용하고 있는데 
    정말 효과를 보고있다 .
    운동은 주로 자전거를 출퇴근하면서 하는데 운동후 이 단백질을 섭취하고 있다
    바나나 맛으로 선택해서 먹는데 맛도 너무 좋다 
    어느때는 우유에 타서 마시면 바나나 우유맛이 나서 더 좋다 .

    계속 이 제품을 구매해서 복용하려고 한다 .","마이프로틴단백질마이프로틴 단백질을 구매하게 된 동기는 
    제품이 아주 좋다고 해서다.
    근육을 만드는데도 가장 적합한 단백질이라고 해서 구매해서 복용하고 있는데 
    정말 효과를 보고있다 .
    운동은 주로 자전거를 출퇴근하면서 하는데 운동후 이 단백질을 섭취하고 있다
    바나나 맛으로 선택해서 먹는데 맛도 너무 좋다 
    어느때는 우유에 타서 마시면 바나나 우유맛이 나서 더 좋다 .

    계속 이 제품을 구매해서 복용하려고 한다 ."
701,기가맥혀,"처음으로 프로틴을 마이프로틴으로 시작했는데

    카라멜마끼야또를 자주 먹어서 프로틴을 많이 시키는맛 말고 커피 카라멜 맛으로 시켰는데

    진짜 그냥 카라멜마끼야또 맛입니다 . 

    뭐 맛으로 먹을려고 산건 아니지만 일단 맛은 좋습니다! ㅎㅎ 

    게속 구매 할거 같네요!","기가맥혀처음으로 프로틴을 마이프로틴으로 시작했는데

    카라멜마끼야또를 자주 먹어서 프로틴을 많이 시키는맛 말고 커피 카라멜 맛으로 시켰는데

    진짜 그냥 카라멜마끼야또 맛입니다 . 

    뭐 맛으로 먹을려고 산건 아니지만 일단 맛은 좋습니다! ㅎㅎ 

    게속 구매 할거 같네요!"
702,믿고 먹는 프로틴,먹기 굉장히 편하고 오트밀이랑 섞어먹으니  아주 맛있고 든든합니다.,믿고 먹는 프로틴먹기 굉장히 편하고 오트밀이랑 섞어먹으니  아주 맛있고 든든합니다.
703,just buy it,이만한게 없습니다. 걍 사먹으면 될듯,just buy it이만한게 없습니다. 걍 사먹으면 될듯
704,너무너무좋아요!지금또주문함,너무좋아요!맛도잇고 남편이랑 같이먹는데 너무좋아서 지금 또 주문해요!,너무너무좋아요!지금또주문함너무좋아요!맛도잇고 남편이랑 같이먹는데 너무좋아서 지금 또 주문해요!
705,맛있다!,"성분이야 단백질보충제하면 마이프로틴이니 뭐 걱정없구요!

    전 지속적으로 먹을수 있는 맛을 중요히 하는 사람입니다

    딸기맛먹다가 쿠앤크로 바꿨는데 너무 맛있습니다. 삼시세끼도 먹겠어요 추천드립니다.","맛있다!성분이야 단백질보충제하면 마이프로틴이니 뭐 걱정없구요!

    전 지속적으로 먹을수 있는 맛을 중요히 하는 사람입니다

    딸기맛먹다가 쿠앤크로 바꿨는데 너무 맛있습니다. 삼시세끼도 먹겠어요 추천드립니다."
706,맛있는 웨이 프로틴~,딸기크림맛 너무 맛있어~,맛있는 웨이 프로틴~딸기크림맛 너무 맛있어~
707,가성비 갑,가성비도 좋은데 맛도 짱짱입니다. 맛은 스트로베리 크림 강력 추천합니다. 다 먹으면 꼭 다시 구매할 생각입니다.,가성비 갑가성비도 좋은데 맛도 짱짱입니다. 맛은 스트로베리 크림 강력 추천합니다. 다 먹으면 꼭 다시 구매할 생각입니다.
708,맛있어요,가장 추천하는 맛 중에서 두개를 골라 친구와 나눴는데 제가 먹은 카라멜 초콜릿은 처음 가루 향만 맡았을때는 역해서 잘못샀나 후회를 했지만 막상 물과 섞어 먹으니 단백질 특유의 역한 맛도 없고 마지막 끝맛이 카라멜로 마무리 되어서 계속 땡기게 만들어 주는 맛 입니다. 아직 물로만 먹어도 충분히 맛있어서 우유와 먹어보진 않았는데 카라멜 초콜릿은 그냥 믿고 사셔도 될 것 같습니다. 친구가 산 스트로베리 맛은 제티 딸기맛에서 밍밍한 맛이라던데 우유와 함께 먹으면 진짜 거의 차이가 안 날 정도의 밍밍한 맛 정도?라고 합니다. 아직 제가 딸기를 먹어보지 못해서 둘 중 뭐가 더 맛있는지는 모르는데 먹어보게 되면 후기 수정해서 알려드릴께요. 일단 가루 잘 풀리고 맛도 좋고 가격도 할인 행사 할 때 사시면 후회 없으실거라 판단 됩니다.,맛있어요가장 추천하는 맛 중에서 두개를 골라 친구와 나눴는데 제가 먹은 카라멜 초콜릿은 처음 가루 향만 맡았을때는 역해서 잘못샀나 후회를 했지만 막상 물과 섞어 먹으니 단백질 특유의 역한 맛도 없고 마지막 끝맛이 카라멜로 마무리 되어서 계속 땡기게 만들어 주는 맛 입니다. 아직 물로만 먹어도 충분히 맛있어서 우유와 먹어보진 않았는데 카라멜 초콜릿은 그냥 믿고 사셔도 될 것 같습니다. 친구가 산 스트로베리 맛은 제티 딸기맛에서 밍밍한 맛이라던데 우유와 함께 먹으면 진짜 거의 차이가 안 날 정도의 밍밍한 맛 정도?라고 합니다. 아직 제가 딸기를 먹어보지 못해서 둘 중 뭐가 더 맛있는지는 모르는데 먹어보게 되면 후기 수정해서 알려드릴께요. 일단 가루 잘 풀리고 맛도 좋고 가격도 할인 행사 할 때 사시면 후회 없으실거라 판단 됩니다.
709,또먹을듯해료,포장이 약해서 새제품을 받긴했지만 프로틴 품질은 좋아요 다음에도 주문또 할듯 해요,또먹을듯해료포장이 약해서 새제품을 받긴했지만 프로틴 품질은 좋아요 다음에도 주문또 할듯 해요
710,맛있다,"맛있다!
    편하다!
    근성장!","맛있다맛있다!
    편하다!
    근성장!"
711,맛있네요,맛있어요 프로틴이 맛있어요 잘 풀리고요 가성비 굳 좋습니다.,맛있네요맛있어요 프로틴이 맛있어요 잘 풀리고요 가성비 굳 좋습니다.
712,스트로베리와 바닐라,"스트로베리 맛이 은근 괜찮네요
    바닐라맛도 나쁘진 않지만 스트로베리맛 추천합니다
    이번엔 초콜렛 코코넛 사봤는데 기대됩니다","스트로베리와 바닐라스트로베리 맛이 은근 괜찮네요
    바닐라맛도 나쁘진 않지만 스트로베리맛 추천합니다
    이번엔 초콜렛 코코넛 사봤는데 기대됩니다"
713,맛있게 먹고 있어요,찬물에도 잘녹고 밀가루처럼 부드러워 좋아요. 꾸준히 먹겠습니다.,맛있게 먹고 있어요찬물에도 잘녹고 밀가루처럼 부드러워 좋아요. 꾸준히 먹겠습니다.
714,가성비 좋아요,가성비 좋아요~~~,가성비 좋아요가성비 좋아요~~~
715,화이트 초콜릿,초콜릿맛 제품들은 단백질 함량이 5%정도 낮아서 고민하다가 화이트 초콜릿은 그렇지 않길래 선택했습니다. 분유맛이라고도 할 수 있겠지만 제법 괜찮은 화이트 초콜릿 맛이 납니다. 풀림 정도도 우수해서 좋았습니다.,화이트 초콜릿초콜릿맛 제품들은 단백질 함량이 5%정도 낮아서 고민하다가 화이트 초콜릿은 그렇지 않길래 선택했습니다. 분유맛이라고도 할 수 있겠지만 제법 괜찮은 화이트 초콜릿 맛이 납니다. 풀림 정도도 우수해서 좋았습니다.
716,최고의 프로틴 쉐이크,맛까지 최고에요,최고의 프로틴 쉐이크맛까지 최고에요
717,좋은 맛과 가성비,"여태까지 엄청 많은 프로틴 제품을 구매해본 건 아니지만, 가격과 성분, 맛 등을 종합적으로 고려해봤을 때 이만한 제품 찾기 힘들 듯합니다. 앞으로도 꾸준히 구매할 계획입니다.","좋은 맛과 가성비여태까지 엄청 많은 프로틴 제품을 구매해본 건 아니지만, 가격과 성분, 맛 등을 종합적으로 고려해봤을 때 이만한 제품 찾기 힘들 듯합니다. 앞으로도 꾸준히 구매할 계획입니다."
718,먹어본거 순위대로,민트초코(5키로두포대먹었고 항상 주문. 카페 민트초코 프라푸치노 녹은거 마신다고 생각하면됨. 본인이 민초단이라면 1픽이고 예민해서 프로틴 역겨운것 잘느끼는사람에게 추천 ) > 말차라떼(우유타서 맛없는게 있겠냐만 물에 우유 반쯤타도  녹차라떼맛. 여자들은 1등이래. 넷중 단맛이 제일 약함) > 내추럴스트로베리(감기약맛은 전혀안나는데 묽은 딸기우유같음. 4개중 가루가 잘안풀림) > 솔티드카라멜( 살거라면 샘플먹어보고사셈. 소금카라멜인데 단짠이 없다. 어중간한맛 ),먹어본거 순위대로민트초코(5키로두포대먹었고 항상 주문. 카페 민트초코 프라푸치노 녹은거 마신다고 생각하면됨. 본인이 민초단이라면 1픽이고 예민해서 프로틴 역겨운것 잘느끼는사람에게 추천 ) > 말차라떼(우유타서 맛없는게 있겠냐만 물에 우유 반쯤타도  녹차라떼맛. 여자들은 1등이래. 넷중 단맛이 제일 약함) > 내추럴스트로베리(감기약맛은 전혀안나는데 묽은 딸기우유같음. 4개중 가루가 잘안풀림) > 솔티드카라멜( 살거라면 샘플먹어보고사셈. 소금카라멜인데 단짠이 없다. 어중간한맛 )
719,쿠키앤크림,우유에 타먹을때는 맛없고 물에 타먹으면 먹을만 합니다 살짝 분유냄새? 나는 것 같아요 좋습니다,쿠키앤크림우유에 타먹을때는 맛없고 물에 타먹으면 먹을만 합니다 살짝 분유냄새? 나는 것 같아요 좋습니다
720,좋아요.,"먹어본 맛 평가.

    무 맛 - 물에 타먹으면 썩 별로. 우유 타 먹으면 괜찮음. 

    밤 맛 - 우유 타먹으면 비비빅맛. 맛있음.

    초콜릿 스무스 - 물, 우유 다 양호. 기본적인 초코맛

    민트 초코 - 맛은 없지만 개운하고 깔끔함.

    아이스티 맛 - 아이스티 맛.","좋아요.먹어본 맛 평가.

    무 맛 - 물에 타먹으면 썩 별로. 우유 타 먹으면 괜찮음. 

    밤 맛 - 우유 타먹으면 비비빅맛. 맛있음.

    초콜릿 스무스 - 물, 우유 다 양호. 기본적인 초코맛

    민트 초코 - 맛은 없지만 개운하고 깔끔함.

    아이스티 맛 - 아이스티 맛."
721,최고입니다,"흡수률도 정말 빨라서 5일만 먹어도 근성장이 되는 느낌이 나요 맛도 정말 다양하네요~ 마이프로틴 최고입니다
    참고로 말차라떼 추천드려요
    우유랑 같이 먹으면 카페에 파는
    녹차라떼랑 다른거 하나도 없습니다 ㅋㅋㅋㅋㅋㅋ","최고입니다흡수률도 정말 빨라서 5일만 먹어도 근성장이 되는 느낌이 나요 맛도 정말 다양하네요~ 마이프로틴 최고입니다
    참고로 말차라떼 추천드려요
    우유랑 같이 먹으면 카페에 파는
    녹차라떼랑 다른거 하나도 없습니다 ㅋㅋㅋㅋㅋㅋ"
722,만족스러운 제품,역시 가성비하면 빠질수없는 제품 용량도 많고 맛도 좋아서 운동할 맛 나는 제품,만족스러운 제품역시 가성비하면 빠질수없는 제품 용량도 많고 맛도 좋아서 운동할 맛 나는 제품
723,가장 무난한 보충제,"찬물에도 잘 풀리고 맛도 있고 운동 시작하면서 몇개월째 먹고 있는데
    계속 주문하게 되네요
    강추 강추!!","가장 무난한 보충제찬물에도 잘 풀리고 맛도 있고 운동 시작하면서 몇개월째 먹고 있는데
    계속 주문하게 되네요
    강추 강추!!"
724,맛이 무난하게 맛있어요!,초코브라우니는 좀 독하다고 해야할까? 단맛이 진하게 났는데 이녀석은 고소하게 맛이 강하지 않게 달달해서 좋아요!,맛이 무난하게 맛있어요!초코브라우니는 좀 독하다고 해야할까? 단맛이 진하게 났는데 이녀석은 고소하게 맛이 강하지 않게 달달해서 좋아요!
725,좋아요!,역시 좋은제품인거 같습니다 맛도 좋고 물에 잘풀려서 계속 구매하게되네요,좋아요!역시 좋은제품인거 같습니다 맛도 좋고 물에 잘풀려서 계속 구매하게되네요
726,맛있어요,물에 잘 풀리고 맛도 괜찮아요,맛있어요물에 잘 풀리고 맛도 괜찮아요
727,먹기좋아요,신랑이 타사제품도 먹어보고 여기서도 주문해서 먹어보고 마이프로틴이 먹기 편하고 좋다면 재구매도 했어여 배송도 해외치고 빨라요,먹기좋아요신랑이 타사제품도 먹어보고 여기서도 주문해서 먹어보고 마이프로틴이 먹기 편하고 좋다면 재구매도 했어여 배송도 해외치고 빨라요
728,초콜렛 스무스 제품,"역시 마프는 가성비죠. 맛도 다양하지만, 꾸준히 초콜렛 스무스 먹는중. 사실 유명한다른 맛 많이 먹어봤는데 프로틴=초코 의 법칙은 마프도 어쩔 수 없는듯. 다음에도 초콜렛 스무스 살겁니다.","초콜렛 스무스 제품역시 마프는 가성비죠. 맛도 다양하지만, 꾸준히 초콜렛 스무스 먹는중. 사실 유명한다른 맛 많이 먹어봤는데 프로틴=초코 의 법칙은 마프도 어쩔 수 없는듯. 다음에도 초콜렛 스무스 살겁니다."
729,임팩트 웨이,"물에 예전보다 잘 녹는 것 같지는 않지만 그래도 여전히 양호한 맛과, 가성비를 나타내는 제품인 것 같습니다!","임팩트 웨이물에 예전보다 잘 녹는 것 같지는 않지만 그래도 여전히 양호한 맛과, 가성비를 나타내는 제품인 것 같습니다!"
730,프로틴 좋아요,"프로틴은 처음부터 마프에서!!!
    마프중에 가성비 최고는 프로틴!!","프로틴 좋아요프로틴은 처음부터 마프에서!!!
    마프중에 가성비 최고는 프로틴!!"
731,맛있어요,개인적으로 스트로베리크림 존맛 스무스초코는 별로....,맛있어요개인적으로 스트로베리크림 존맛 스무스초코는 별로....
732,깔끔하고 착한 가격에 반함.,"맛은 다른프로틴보다 깔끔합니다.
    민트맛이라 운동 후 먹는시원함이좋아요.
    다른제품에 비해 가격이 저렴합니다.그러타고 성능이 떨어지거나 그러치않아 만족합니다.

    한가지 단점은 냉수에 잘썪이질않네요.
    운동전 타놓고 운동 후먹는게 좋아요","깔끔하고 착한 가격에 반함.맛은 다른프로틴보다 깔끔합니다.
    민트맛이라 운동 후 먹는시원함이좋아요.
    다른제품에 비해 가격이 저렴합니다.그러타고 성능이 떨어지거나 그러치않아 만족합니다.

    한가지 단점은 냉수에 잘썪이질않네요.
    운동전 타놓고 운동 후먹는게 좋아요"
733,딸기맛 맛있어요,완전 맛있고 좋습니다,딸기맛 맛있어요완전 맛있고 좋습니다
734,몇번째 구매인지 셀수가 없을정도 ㅋㅋㅋ,그만큼 애용하고 있습니다~~,몇번째 구매인지 셀수가 없을정도 ㅋㅋㅋ그만큼 애용하고 있습니다~~
735,vㅔ리 굿입니다,운동하면서 먹거나 운동 후에 먹습니다. 맛도 아주 훌륭하고 찬물에도 잘 녹아 매번 애용하고있습니다. 다들 배송때문에 꺼려하시는데 전 아주 만족만족!!!,vㅔ리 굿입니다운동하면서 먹거나 운동 후에 먹습니다. 맛도 아주 훌륭하고 찬물에도 잘 녹아 매번 애용하고있습니다. 다들 배송때문에 꺼려하시는데 전 아주 만족만족!!!
736,한 입 먹고 잘 만들었다는 생각이 들었어요.,"호지차 라떼, 스트로베리(스테비아) 두 개 샀어요. 동생이 먹던 프로틴을 몇 번 먹었는데 상한 초코우유를 물에 행궈서 먹는 맛이라 꽤 충격을 받았었는데 이 제품은 첫 입 먹고 잘 만들었다는 생각이 바로 들더라구요.. 물론 프로틴맛이 아무리 딸기라떼 라고해도 진짜 딸기라떼 맛은 될 수 없지만 프로틴 특유의 맛을 그래도 잘 가려낸 것 같습니다. 프로틴 특유의 미끌한 질감이나 냄새는 있습니다만 예민하지 않으면 못 느낄 것 같네요. 다른 비교대상(진짜 딸기라떼)이 없으면 200% 만족입니다. 프로틴 중에서는 최고인 것 같아요.
    둘 다 끝 맛에 (제 표현으로는) 양고기 냄새, 향이 남습니다. 저는 양고기를 못 먹어서 민감하게 느껴 처음에는 거부감이 들긴 했습니다. 특히 호지차 라떼는 자체 맛이 약해서 스트로베리(스테비아)보다 맛을 
     잘 숨기지 못했는지 견디기 힘들었습니다. 그래서 호지차 라떼는 딴 사람 줬어요. 스트로베리는 잘 먹고 있습니다.","한 입 먹고 잘 만들었다는 생각이 들었어요.호지차 라떼, 스트로베리(스테비아) 두 개 샀어요. 동생이 먹던 프로틴을 몇 번 먹었는데 상한 초코우유를 물에 행궈서 먹는 맛이라 꽤 충격을 받았었는데 이 제품은 첫 입 먹고 잘 만들었다는 생각이 바로 들더라구요.. 물론 프로틴맛이 아무리 딸기라떼 라고해도 진짜 딸기라떼 맛은 될 수 없지만 프로틴 특유의 맛을 그래도 잘 가려낸 것 같습니다. 프로틴 특유의 미끌한 질감이나 냄새는 있습니다만 예민하지 않으면 못 느낄 것 같네요. 다른 비교대상(진짜 딸기라떼)이 없으면 200% 만족입니다. 프로틴 중에서는 최고인 것 같아요.
    둘 다 끝 맛에 (제 표현으로는) 양고기 냄새, 향이 남습니다. 저는 양고기를 못 먹어서 민감하게 느껴 처음에는 거부감이 들긴 했습니다. 특히 호지차 라떼는 자체 맛이 약해서 스트로베리(스테비아)보다 맛을 
     잘 숨기지 못했는지 견디기 힘들었습니다. 그래서 호지차 라떼는 딴 사람 줬어요. 스트로베리는 잘 먹고 있습니다."
737,마이프로틴못잃어,최근에 뭐 말이많지만 저는 그래도 마이프로틴 군대에서 먹으면서 운동해서 몸많이 키웠습니다 확실히 가성비로보나 성능으로보나 마이프로틴 만한게 없는거같습니다.전역해서 운동해도 마이프로틴 제품들만 구매할거같습니다 마이프로틴 화이팅,마이프로틴못잃어최근에 뭐 말이많지만 저는 그래도 마이프로틴 군대에서 먹으면서 운동해서 몸많이 키웠습니다 확실히 가성비로보나 성능으로보나 마이프로틴 만한게 없는거같습니다.전역해서 운동해도 마이프로틴 제품들만 구매할거같습니다 마이프로틴 화이팅
738,뛰어난 가성비,"가성비 좋은 프로틴 파우더같습니다.
    맛도 웬만해선 실패가 없는 것 같습니닷!","뛰어난 가성비가성비 좋은 프로틴 파우더같습니다.
    맛도 웬만해선 실패가 없는 것 같습니닷!"
739,초코브라우니 씹딱꿀맛이네요,개꿀딱,초코브라우니 씹딱꿀맛이네요개꿀딱
740,이거는,이거는 가격대비 너무 가성비 좋고 맛도 좋다 이가격에 이런 성능과 맛을 찾으려면 힘들다,이거는이거는 가격대비 너무 가성비 좋고 맛도 좋다 이가격에 이런 성능과 맛을 찾으려면 힘들다
741,맛은일품,"초코맛은 진리같아요
    걸죽하지도않고, 질리지않는 맛!
    잘풀리고 항상 다른맛먹다가 돌아옵니다ㅋ","맛은일품초코맛은 진리같아요
    걸죽하지도않고, 질리지않는 맛!
    잘풀리고 항상 다른맛먹다가 돌아옵니다ㅋ"
742,한달 후기,"부족한 단백질 보충용으로 먹고있습니다.
    가성비 만족","한달 후기부족한 단백질 보충용으로 먹고있습니다.
    가성비 만족"
743,만족,"무맛이라 당연히 맛은 없습니다 
    3~4개월 먹다보니 적응은 어느정도 되네요 ㅎㅎ
    운동끝나고 300ml 정도 차가운물에 프로틴 2스쿱 넣어 마십니다","만족무맛이라 당연히 맛은 없습니다 
    3~4개월 먹다보니 적응은 어느정도 되네요 ㅎㅎ
    운동끝나고 300ml 정도 차가운물에 프로틴 2스쿱 넣어 마십니다"
744,임팩트웨이,음ㅋㅋ역시 가성비짱이네요ㅋㅋ맛도좋네요,임팩트웨이음ㅋㅋ역시 가성비짱이네요ㅋㅋ맛도좋네요
745,달콤한 팥맛 진짜 팥맛나네요,무료배송 가격맞추려고 달콤한 팥맛 250그람짜리 샀는데 첨 봤울때 파우더가 노란색이어서 팥맛이 맞나 싶었는데 물에 타보니 불그스름하게 변하면서 맛도 달달한 팥맛나더라구요. 나름 괜찮은거같아요,달콤한 팥맛 진짜 팥맛나네요무료배송 가격맞추려고 달콤한 팥맛 250그람짜리 샀는데 첨 봤울때 파우더가 노란색이어서 팥맛이 맞나 싶었는데 물에 타보니 불그스름하게 변하면서 맛도 달달한 팥맛나더라구요. 나름 괜찮은거같아요
746,프로틴 초코 스무스 맛 샀음,"맛있음 냄새는 코코아 냄새임

    단 맛이 조금 강하지만 제로콜라 단 맛이랑 비슷해서 좋음","프로틴 초코 스무스 맛 샀음맛있음 냄새는 코코아 냄새임

    단 맛이 조금 강하지만 제로콜라 단 맛이랑 비슷해서 좋음"
747,임팩트 웨이 프로틴,항상 맛있게 잘 먹고있습니다~^^ 모든 맛 다 먹어보려 노력중이네요ㅎㅎ,임팩트 웨이 프로틴항상 맛있게 잘 먹고있습니다~^^ 모든 맛 다 먹어보려 노력중이네요ㅎㅎ
748,진짜 맛있어요!!,재구매의사 있습니다 잘녹고 맛있어요,진짜 맛있어요!!재구매의사 있습니다 잘녹고 맛있어요
749,끼루루룩,"만족, 재구매 각. 초콜렛 스무스 추천","끼루루룩만족, 재구매 각. 초콜렛 스무스 추천"
750,잘 먹겠습니다,"해외사이트에서 각종
    세일하는거 시켜먹다가 처음으로
    주문 했습니다. 맛은 그냥 프로틴이고요
    가격은 타 사이트에서 세일할때와 큰 차이는
    없습니다","잘 먹겠습니다해외사이트에서 각종
    세일하는거 시켜먹다가 처음으로
    주문 했습니다. 맛은 그냥 프로틴이고요
    가격은 타 사이트에서 세일할때와 큰 차이는
    없습니다"
751,마프는 역시 좋네요,마프는 확실히 좋네요 다른 프로틴제품을 먹었을때보다 확실하게 느껴요 그리고 확실하게 초코맛드십시오 여러분..,마프는 역시 좋네요마프는 확실히 좋네요 다른 프로틴제품을 먹었을때보다 확실하게 느껴요 그리고 확실하게 초코맛드십시오 여러분..
752,좋아요.,쉽게 먹을 수 있고 물이나 우유 둘 다 맛있게 먹었어요.,좋아요.쉽게 먹을 수 있고 물이나 우유 둘 다 맛있게 먹었어요.
753,좋아효,처음으로 단백질 챙겨먹는중인데 먹을만하너요. 우유에 타먹으면 진짜 맛있어요,좋아효처음으로 단백질 챙겨먹는중인데 먹을만하너요. 우유에 타먹으면 진짜 맛있어요
754,맛이 다양한게 최고,단백질 쉐이크 한가지맛으로 먹다보면 질리는데 다양한 맛 있는거 핵꿀. 여러개 사서 하나 질리면 다른걸로 돌려먹고 하다보면 끝나서 새로 주문해야합니다. 다만 가끔 진짜 이상한 맛도 있어서 샘플로 먹어보시는거 추천해요.,맛이 다양한게 최고단백질 쉐이크 한가지맛으로 먹다보면 질리는데 다양한 맛 있는거 핵꿀. 여러개 사서 하나 질리면 다른걸로 돌려먹고 하다보면 끝나서 새로 주문해야합니다. 다만 가끔 진짜 이상한 맛도 있어서 샘플로 먹어보시는거 추천해요.
755,맛과 향 모두 좋습니다 하지만,맛이 강하지 않아서 편하게 먹을 수 있는것 같습니다. 하지만 다른 맛에 비해 뭔가 잘 안섞이고 덩어리가 조금씩 남네요....,맛과 향 모두 좋습니다 하지만맛이 강하지 않아서 편하게 먹을 수 있는것 같습니다. 하지만 다른 맛에 비해 뭔가 잘 안섞이고 덩어리가 조금씩 남네요....
756,완전 짱,재구매 의사 있습니다,완전 짱재구매 의사 있습니다
757,지금까지 먹었던 것 중 최고입니다,"프로틴 어디꺼 사지? 이런 고민을 안고 많이 알아봤는데 할인할때 추가할인코드 입력해서 거의 반값에 좋은 단백질을 산 것 같아요.
    맛도 맛 이지만 아무 걱정없이 프로틴을먹을수있고 피부가 예민한편인데 괜찮아요
    부작용도 없고 맛도있고 저렴하게살수있는 프로틴사세요!!","지금까지 먹었던 것 중 최고입니다프로틴 어디꺼 사지? 이런 고민을 안고 많이 알아봤는데 할인할때 추가할인코드 입력해서 거의 반값에 좋은 단백질을 산 것 같아요.
    맛도 맛 이지만 아무 걱정없이 프로틴을먹을수있고 피부가 예민한편인데 괜찮아요
    부작용도 없고 맛도있고 저렴하게살수있는 프로틴사세요!!"
758,민초 맛있읍니다....,민초 맛있어요... 댕꿀맛! 운동 후에 먹으면 아주 댕꿀맛! 소화도 잘되연!,민초 맛있읍니다....민초 맛있어요... 댕꿀맛! 운동 후에 먹으면 아주 댕꿀맛! 소화도 잘되연!
759,초콜릿 스무스 엄청 달아요,"초콜릿 맛이라기보단 그저 엄청나게 달아요. 질감은 상당히 가벼워서 물이나 두유에 타면 음료수 같고, 그나마 우유에 타야 좀 낫네요.","초콜릿 스무스 엄청 달아요초콜릿 맛이라기보단 그저 엄청나게 달아요. 질감은 상당히 가벼워서 물이나 두유에 타면 음료수 같고, 그나마 우유에 타야 좀 낫네요."
760,항상 잘먹고있어용,"세번째 주문입니다 ㅎㅎ 
    다른곳에서 시키면 배탈이 자주 났었는데 마프는 그런 증상이 없어서 항상 잘먹고 있어요^^","항상 잘먹고있어용세번째 주문입니다 ㅎㅎ 
    다른곳에서 시키면 배탈이 자주 났었는데 마프는 그런 증상이 없어서 항상 잘먹고 있어요^^"
761,아주 맛있어요,보충제를 많이 안 먹어봐서 맛에대한 두려움이 있어서 많이들 추천하는 스트로베리 크림을 주문했는데 아주 만족합니다 괜히 많은 분들이 추천하는 이유가 있었네요 저처럼 입문자분들께 추천드립니다,아주 맛있어요보충제를 많이 안 먹어봐서 맛에대한 두려움이 있어서 많이들 추천하는 스트로베리 크림을 주문했는데 아주 만족합니다 괜히 많은 분들이 추천하는 이유가 있었네요 저처럼 입문자분들께 추천드립니다
762,맛있습니다,"딸기우유 맛이네요 맛있어요
    프로틴 입문자들에게 강력추천합니다!!
     많이 질리는 맛은 아닙니다","맛있습니다딸기우유 맛이네요 맛있어요
    프로틴 입문자들에게 강력추천합니다!!
     많이 질리는 맛은 아닙니다"
763,최고의 맛,항상 마이프로틴 단백질파우더를 구매합니다 가격도 품질도 맛도 최고니까요!,최고의 맛항상 마이프로틴 단백질파우더를 구매합니다 가격도 품질도 맛도 최고니까요!
764,임팩트 웨이 프로틴,"맛있고 여러 레시피로 활용해서 건강한 식단을 꾸리는 데 도움이 많이 되었어요!
    일단 맛있다는게 제일 큰 장점인 듯 합니다 =)","임팩트 웨이 프로틴맛있고 여러 레시피로 활용해서 건강한 식단을 꾸리는 데 도움이 많이 되었어요!
    일단 맛있다는게 제일 큰 장점인 듯 합니다 =)"
765,GOOD!,Good,GOOD!Good
766,너무너무 좋아요,가성비도 훌륭하고 물에 잘 풀어져서 먹기도 좋아요. 매번 재구매하면서 먹고 있어요.,너무너무 좋아요가성비도 훌륭하고 물에 잘 풀어져서 먹기도 좋아요. 매번 재구매하면서 먹고 있어요.
767,맛있어요,근육을 위한 최고의 가성비 프로틴 마이프로틴에서 사십쇼,맛있어요근육을 위한 최고의 가성비 프로틴 마이프로틴에서 사십쇼
768,맛도 좋고 너무 만족해요,맛이 일딴 너무 맛있어요~ ㅎㅎ 강추 드려요,맛도 좋고 너무 만족해요맛이 일딴 너무 맛있어요~ ㅎㅎ 강추 드려요
