,title,content,text
74,샘플로 챙겨주셔서 감사합니다.,여행갈때 갖고갈수있어 사이즈가 적당합니다.,샘플로 챙겨주셔서 감사합니다.여행갈때 갖고갈수있어 사이즈가 적당합니다.
75,요거트맛 제출시 해주세요,진짜 너무 맛있어요. 꼭 지출시 해주세요,요거트맛 제출시 해주세요진짜 너무 맛있어요. 꼭 지출시 해주세요
76,초콜릿 브라우니 정말 강추합니다!!,"마이프로틴 초콜릿 계열은 대부분 먹어봤는데 개인적으로 저는 초콜릿브라우니 초코맛이 찐하면서 맛이 있더라구요
    안드셔보신분들은 한번 드셔보시는거 추천드립니다","초콜릿 브라우니 정말 강추합니다!!마이프로틴 초콜릿 계열은 대부분 먹어봤는데 개인적으로 저는 초콜릿브라우니 초코맛이 찐하면서 맛이 있더라구요
    안드셔보신분들은 한번 드셔보시는거 추천드립니다"
77,맛있어요ㅠㅠㅠ,가성비 맛 영양성분 역시 마프 못 따라옴ㅜㅠ,맛있어요ㅠㅠㅠ가성비 맛 영양성분 역시 마프 못 따라옴ㅜㅠ
78,홋카이도 밀크 존맛,연유 우유나 자판기 우유 좋아하는데 이건 찐임. 원래 나는 맛있다가 끝맛이 이상해도 맛 없다고 하는데 이건 그렇지 않아서 더 좋음. 또 이걸로 베이킹 해먹을 수도 있어서 좋음. 짱 추천.,홋카이도 밀크 존맛연유 우유나 자판기 우유 좋아하는데 이건 찐임. 원래 나는 맛있다가 끝맛이 이상해도 맛 없다고 하는데 이건 그렇지 않아서 더 좋음. 또 이걸로 베이킹 해먹을 수도 있어서 좋음. 짱 추천.
79,스트로베리 크림,"5kg를 구매해서 먹었는데 전혀 질리지 않음
    또 구매할 생각","스트로베리 크림5kg를 구매해서 먹었는데 전혀 질리지 않음
    또 구매할 생각"
80,믿을수 있는 제품,믿고 먹을 수 있는 가성비갑 제품!,믿을수 있는 제품믿고 먹을 수 있는 가성비갑 제품!
81,첫 프로틴인데 꿀맛임,프로틴 맛 잘못사면 진짜 낭패라길래 고민의고민의고민을 거듭하다 샀는데 아주 만족,첫 프로틴인데 꿀맛임프로틴 맛 잘못사면 진짜 낭패라길래 고민의고민의고민을 거듭하다 샀는데 아주 만족
82,Good,좋아여,Good좋아여
83,맛좋고 영양만점,"신x, M모사 제품, 국내 스xxx 사 제품 등 여러 단백질 쉐이크 먹어봤습니다.
    가성비, 맛, 풀림, 소화 시 부작용 등 모든 면에서 완벽합니다.
    계속해서 다른 맛 사보고 있는데 모두 만족합니다.
    통으로 된 제품도 나오면 좋을 것 같네요.","맛좋고 영양만점신x, M모사 제품, 국내 스xxx 사 제품 등 여러 단백질 쉐이크 먹어봤습니다.
    가성비, 맛, 풀림, 소화 시 부작용 등 모든 면에서 완벽합니다.
    계속해서 다른 맛 사보고 있는데 모두 만족합니다.
    통으로 된 제품도 나오면 좋을 것 같네요."
84,다른 곳보다 맛있어요,흑당밀크티랑 네츄럴 초콜릿맛 맛있어요!,다른 곳보다 맛있어요흑당밀크티랑 네츄럴 초콜릿맛 맛있어요!
85,할인도 많이하고 맛도 있습니다,"몇년째 마이프로틴만 이용하는 중 입니다.
    가성비 갑!!","할인도 많이하고 맛도 있습니다몇년째 마이프로틴만 이용하는 중 입니다.
    가성비 갑!!"
86,역시 마프,마이프로틴 역시 믿고 먹을만 함 맛있어요.,역시 마프마이프로틴 역시 믿고 먹을만 함 맛있어요.
87,가성비 좋아요,요새 wpc가격이 워낙 올라서 마프가 가장 저렴하네요,가성비 좋아요요새 wpc가격이 워낙 올라서 마프가 가장 저렴하네요
88,맛있는 단백질 쉐이크,아이스 라떼맛은 진짜 카페라떼 맛 나서 너무 맛있네요,맛있는 단백질 쉐이크아이스 라떼맛은 진짜 카페라떼 맛 나서 너무 맛있네요
89,맛있는 단백질 쉐이크,아이스 라떼맛은 진짜 카페라떼 맛 나서 너무 맛있네요,맛있는 단백질 쉐이크아이스 라떼맛은 진짜 카페라떼 맛 나서 너무 맛있네요
90,민초 좋아하시면 개강추,너무 맛있어서 또 먹고 싶은거 참는중ㅠ맛있어서 단백질 맞나 싶음ㅋㅋㅋ,민초 좋아하시면 개강추너무 맛있어서 또 먹고 싶은거 참는중ㅠ맛있어서 단백질 맞나 싶음ㅋㅋㅋ
91,말차라떼,짅자 맛잇네요 계속 먹고싶어오 그냥 카페에서 파는 맛이에요,말차라떼짅자 맛잇네요 계속 먹고싶어오 그냥 카페에서 파는 맛이에요
92,임팩트 웨이 프로틴 강추~~,계속 구매해서 먹는 가성비 너무 좋은 프로틴 파우더~~~,임팩트 웨이 프로틴 강추~~계속 구매해서 먹는 가성비 너무 좋은 프로틴 파우더~~~
93,맛있음,라떼 밀크티 초콜렛민트 네추럴 초콜렛 시켜먹어봤는데 다 맛있었음. 초코덕후라서 그런가 네추럴초콜렛은 먹어도먹어도 안질리는거같음,맛있음라떼 밀크티 초콜렛민트 네추럴 초콜렛 시켜먹어봤는데 다 맛있었음. 초코덕후라서 그런가 네추럴초콜렛은 먹어도먹어도 안질리는거같음
94,맛있어요!,"밀크티맛은 우유 타먹으니까 정말 밀크티 그 자체고, 밀크티를 좋아하시는 분이라면 꼭 먹어보세요
    블루베리치즈케잌은 블루베리맛은 많이 안나지만 베리와 치즈의 느끼함 좋아하시면 좋아할거같습니다!","맛있어요!밀크티맛은 우유 타먹으니까 정말 밀크티 그 자체고, 밀크티를 좋아하시는 분이라면 꼭 먹어보세요
    블루베리치즈케잌은 블루베리맛은 많이 안나지만 베리와 치즈의 느끼함 좋아하시면 좋아할거같습니다!"
95,스트로베리 짱,스트로베리가 무난하고 안질리네요 짱,스트로베리 짱스트로베리가 무난하고 안질리네요 짱
96,역시 마이프로틴,"믿고 먹는 마이프로틴입니다.
    저렴한 가격에 반대되는 퀄리티 까지","역시 마이프로틴믿고 먹는 마이프로틴입니다.
    저렴한 가격에 반대되는 퀄리티 까지"
97,좋아요,라떼맛이랑 쿠앤크를 주로 먹거든요 가격이 올라 슬프지만 그래도 가성비하면 마프죠!! 행사할때 꼭 코드 통해서 저렴하게 구매하시길! 관세지불해야 될 수 있으니 꼭 가격대 확인하시구요 ㅎㅎ,좋아요라떼맛이랑 쿠앤크를 주로 먹거든요 가격이 올라 슬프지만 그래도 가성비하면 마프죠!! 행사할때 꼭 코드 통해서 저렴하게 구매하시길! 관세지불해야 될 수 있으니 꼭 가격대 확인하시구요 ㅎㅎ
98,예스예스,기대를 져버리지않는 마이프로틴!,예스예스기대를 져버리지않는 마이프로틴!
99,너무 좋아요~,스트로베리 크림 너무 맛있습니다.~~,너무 좋아요~스트로베리 크림 너무 맛있습니다.~~
100,맞 좋은~~,"지속적으로 구매 복용 중입니다.
    매번 살때 마다 가격이 조금씩 차이가 있다는~~~

    해외배송이란 걱정은 전혀 없고, 배송기간도 생각보다 빠른편","맞 좋은~~지속적으로 구매 복용 중입니다.
    매번 살때 마다 가격이 조금씩 차이가 있다는~~~

    해외배송이란 걱정은 전혀 없고, 배송기간도 생각보다 빠른편"
101,초코민트 깔끔하니 좋다!,"프로틴 하면 보통 무난하고 사람들이 많이 찾는
    초코제품을 먹다가 마이프로틴은 
    여러맛들이 많아서 선택이 다양하다는 장점을
    살리고 싶어서 유투브와 인터넷 웹서치로 찾아보니 초코민트를 추천하는 사람들이 많아,
    주문해봤는데 초코맛에 좀 더 민트에 상큼함이
    맛을 프레쉬하게 해줘서 좋아요👍","초코민트 깔끔하니 좋다!프로틴 하면 보통 무난하고 사람들이 많이 찾는
    초코제품을 먹다가 마이프로틴은 
    여러맛들이 많아서 선택이 다양하다는 장점을
    살리고 싶어서 유투브와 인터넷 웹서치로 찾아보니 초코민트를 추천하는 사람들이 많아,
    주문해봤는데 초코맛에 좀 더 민트에 상큼함이
    맛을 프레쉬하게 해줘서 좋아요👍"
102,요거트맛 후기,매일 단백질을 먹기때문에 여러가지맛 계속 구매해서 질리지않게 먹고있어요. 요거트맛 궁금해서 샀는데 차갑게 마시면 완전 맛있어요 (원래 미지근한게도 잘먹어서..) 야구르트맛인데 조금 약한맛?? 용량 작은거라 금방 다먹고 재구매하러왔더니 한정판이었는지 안보이네요ㅜㅜ,요거트맛 후기매일 단백질을 먹기때문에 여러가지맛 계속 구매해서 질리지않게 먹고있어요. 요거트맛 궁금해서 샀는데 차갑게 마시면 완전 맛있어요 (원래 미지근한게도 잘먹어서..) 야구르트맛인데 조금 약한맛?? 용량 작은거라 금방 다먹고 재구매하러왔더니 한정판이었는지 안보이네요ㅜㅜ
103,쏘쏘쏘,"맛을 그렇게 크게 신경 안쓰는 사람이라서 그냥저냥 먹을만 합니다

    저번에 먹던 그냥 초코맛이 더 맛있는거 같기도 해요,,","쏘쏘쏘맛을 그렇게 크게 신경 안쓰는 사람이라서 그냥저냥 먹을만 합니다

    저번에 먹던 그냥 초코맛이 더 맛있는거 같기도 해요,,"
104,놀라운 맛,"오랜만에 프로틴을 먹는다.
    할인을 많이 한다고 하여 구매 하였다.
    오늘 받았다. 
    오늘 먹었다.
    스트로베리크림
    이런 프로틴 맛 처음이다.
    프로틴 특유의 맛 전혀 안나고 어쩜 이리 맛있는지.
    5KG 구매한 나의 선택은 옳았다.
    매우 추천한다.","놀라운 맛오랜만에 프로틴을 먹는다.
    할인을 많이 한다고 하여 구매 하였다.
    오늘 받았다. 
    오늘 먹었다.
    스트로베리크림
    이런 프로틴 맛 처음이다.
    프로틴 특유의 맛 전혀 안나고 어쩜 이리 맛있는지.
    5KG 구매한 나의 선택은 옳았다.
    매우 추천한다."
105,요거트 맛 기대기대,"맨날 초코, 오레오만 먹다가 질려서 구매했습니다
    맛 기대중","요거트 맛 기대기대맨날 초코, 오레오만 먹다가 질려서 구매했습니다
    맛 기대중"
106,깔끔한 맛,달달한 맛에 질려서 구매했는데 깔끔하고 좋아요,깔끔한 맛달달한 맛에 질려서 구매했는데 깔끔하고 좋아요
107,밀크티맛,풀림도좋고 맛표현도 굿입니다~bb,밀크티맛풀림도좋고 맛표현도 굿입니다~bb
108,아주만족,"가성비프로틴의 대명사 마프. 
    초콜릿스무스가 풀림도 좋고 맛도 좋아서 몇십키로째 주문중.
    다른맛도 대체로 만족하지만 가끔 풀림이 아쉬운것도 있음","아주만족가성비프로틴의 대명사 마프. 
    초콜릿스무스가 풀림도 좋고 맛도 좋아서 몇십키로째 주문중.
    다른맛도 대체로 만족하지만 가끔 풀림이 아쉬운것도 있음"
109,잘 받았습니다,잘 받았습니다,잘 받았습니다잘 받았습니다
110,맛있다,그냥 맛있어요 ㅋㅋ 가성비도 마이프로틴이 짱,맛있다그냥 맛있어요 ㅋㅋ 가성비도 마이프로틴이 짱
111,제일 무난하게 실패없는맛,포만감은 거의없습니다~,제일 무난하게 실패없는맛포만감은 거의없습니다~
112,개꿀딱딱이~~~,"맛도좋고 양은 더 좋은 마프!
    두번사십쇼","개꿀딱딱이~~~맛도좋고 양은 더 좋은 마프!
    두번사십쇼"
113,간단하게 단백질 섭취하기 좋아요.,"초코 스무스맛 괜찮아요.
    근데 담에는 무맛 살듯","간단하게 단백질 섭취하기 좋아요.초코 스무스맛 괜찮아요.
    근데 담에는 무맛 살듯"
114,잘왔습니다,늘 먹던거라 만족합니다,잘왔습니다늘 먹던거라 만족합니다
115,추천합니다.,맛도있고 가격도 좋고 성분도 좋은,추천합니다.맛도있고 가격도 좋고 성분도 좋은
116,WPC 제품리뷰,진짜 가성비로는 마이프로틴을 이길수 ㅇㅇ있는 브랜드는 별로 없는 듯 해요. 항상 만족합니다.,WPC 제품리뷰진짜 가성비로는 마이프로틴을 이길수 ㅇㅇ있는 브랜드는 별로 없는 듯 해요. 항상 만족합니다.
117,스트로베리 크림,솔티드 카라멜 역경을 견디고 마무리한 후 느낀점...조금 더 주더라도 맛있는걸 주문하자. 5kg 꾸역꾸역 먹는거 할짓 안된다. 맛있는거 먹자. 운동 후 기다리는 프로틴이 꾸역이냐 만족이냐에 따라 기분이 확~~ 바뀝니다.,스트로베리 크림솔티드 카라멜 역경을 견디고 마무리한 후 느낀점...조금 더 주더라도 맛있는걸 주문하자. 5kg 꾸역꾸역 먹는거 할짓 안된다. 맛있는거 먹자. 운동 후 기다리는 프로틴이 꾸역이냐 만족이냐에 따라 기분이 확~~ 바뀝니다.
118,먹어본 4가지 맛 소소한 맛 리뷰,"먹어본 맛 - 스트로베리크림 / 피넛초코 / 아이스커피 / 밀크티

    1. 스트로베리크림 ★★★★★
    - 먹어본 맛 중에 가장 원탑입니다. 그냥 시중에파는 딸기우유 그 자체예요. 질리지도 않고 전에 250g짜리 궁금해서 먹어봤었다가 너무 맛있던 나머지 현재 2.5kg 구매해서 열심히 먹는 중입니다ㅎㅎ

    2. 피넛초코 ★★★
    - 이건 다소 호불호가 좀 갈릴 수 있을 것 같았어요. 맛이 없진 않지만 맛이 너무 강해서 물을 좀 많이 타서 마셔야합니다. 가장 비슷한 맛이라고 표현하자면 시중에파는 누가바 겉부분에서 좀 더 짠맛이 가미 된 맛이라고 보시면 돼요!

    3. 아이스커피 ★★★★★
    - 스트로베리크림맛 250g짜리 구매 했을 때 같이 주문 했었던 맛이었는데 이것도 신의 한 수 였던 모양입니다. 현재 먹고 있는 스트로베리크림맛 다 먹으면 구매예정이에요ㅎㅎ 여름에 마시면 정말 좋을 것 같더라구요.
    이것 또한 시중에서 파는 맥x아이스커피맛이랑 가장 흡사합니다. 믹스커피는 좋아하는데 인스턴트커피라서
    안 마셨었거든요.. 근데 이건 매일 먹을 수 있다고 생각하면 너무 설렙니다.

    4. 밀크티 ★★
    - 시중에 파는 그 밀크티 맛을 생각하시면 크게 실망하실 수 있어요. 저 또한 그랬습니다. 시중에 파는 밀크티를 엄청 좋아했어서 큰 기대를 가지고 시켰었는데 맛이 너무 달라서 좀 놀랬었어요ㅋㅋㅋ 1kg짜리 샀었는데 겨우 다 먹었다죠.. 단맛은 다른 맛들 보다는 약한 편에 들어가서 질리지는 않은데 떫은 맛이 좀 있어요. 단맛을 좋아하지 않으신 분들에게는 추천드리고 싶습니다ㅎㅎ 

    무슨 맛을 선택할지 고민이 되시는 분들은 할인행사 할 때 250g짜리 맛별로 여러개 주문해서 드셔보시는걸
    추천드리고 다음 구매 시 입맛에 맛는 걸로 대용량으로 구매하시는 걸 추천드리고 싶어요.
    사실 운동하는 사람들이라면 매일 두고두고 마실텐데 그래도 한 번 드시는거 맛있는걸로 드셔야하지 않겠어요??ㅎㅎ 아 그리고 전체적으로 섞을 때 거품이 다소 있는 수는 있는데 5초~10초 정도 기다리시면 금방 없어지니까 너무 걱정 안 하셔도 됩니다! ㅎㅎ 물에도 잘 섞이고 먹기 정말 좋아요. 전 이제 마프만 애용하려고 합니다","먹어본 4가지 맛 소소한 맛 리뷰먹어본 맛 - 스트로베리크림 / 피넛초코 / 아이스커피 / 밀크티

    1. 스트로베리크림 ★★★★★
    - 먹어본 맛 중에 가장 원탑입니다. 그냥 시중에파는 딸기우유 그 자체예요. 질리지도 않고 전에 250g짜리 궁금해서 먹어봤었다가 너무 맛있던 나머지 현재 2.5kg 구매해서 열심히 먹는 중입니다ㅎㅎ

    2. 피넛초코 ★★★
    - 이건 다소 호불호가 좀 갈릴 수 있을 것 같았어요. 맛이 없진 않지만 맛이 너무 강해서 물을 좀 많이 타서 마셔야합니다. 가장 비슷한 맛이라고 표현하자면 시중에파는 누가바 겉부분에서 좀 더 짠맛이 가미 된 맛이라고 보시면 돼요!

    3. 아이스커피 ★★★★★
    - 스트로베리크림맛 250g짜리 구매 했을 때 같이 주문 했었던 맛이었는데 이것도 신의 한 수 였던 모양입니다. 현재 먹고 있는 스트로베리크림맛 다 먹으면 구매예정이에요ㅎㅎ 여름에 마시면 정말 좋을 것 같더라구요.
    이것 또한 시중에서 파는 맥x아이스커피맛이랑 가장 흡사합니다. 믹스커피는 좋아하는데 인스턴트커피라서
    안 마셨었거든요.. 근데 이건 매일 먹을 수 있다고 생각하면 너무 설렙니다.

    4. 밀크티 ★★
    - 시중에 파는 그 밀크티 맛을 생각하시면 크게 실망하실 수 있어요. 저 또한 그랬습니다. 시중에 파는 밀크티를 엄청 좋아했어서 큰 기대를 가지고 시켰었는데 맛이 너무 달라서 좀 놀랬었어요ㅋㅋㅋ 1kg짜리 샀었는데 겨우 다 먹었다죠.. 단맛은 다른 맛들 보다는 약한 편에 들어가서 질리지는 않은데 떫은 맛이 좀 있어요. 단맛을 좋아하지 않으신 분들에게는 추천드리고 싶습니다ㅎㅎ 

    무슨 맛을 선택할지 고민이 되시는 분들은 할인행사 할 때 250g짜리 맛별로 여러개 주문해서 드셔보시는걸
    추천드리고 다음 구매 시 입맛에 맛는 걸로 대용량으로 구매하시는 걸 추천드리고 싶어요.
    사실 운동하는 사람들이라면 매일 두고두고 마실텐데 그래도 한 번 드시는거 맛있는걸로 드셔야하지 않겠어요??ㅎㅎ 아 그리고 전체적으로 섞을 때 거품이 다소 있는 수는 있는데 5초~10초 정도 기다리시면 금방 없어지니까 너무 걱정 안 하셔도 됩니다! ㅎㅎ 물에도 잘 섞이고 먹기 정말 좋아요. 전 이제 마프만 애용하려고 합니다"
